company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Freeway Fleet Services,Miami,FL,Miami,Fleet Maintenance Provider,8,$750K-$1.5M,Alfredo Prince,CEO,N/A,N/A,freewayfleetservices.com
CMC Mobile Mechanic LLC,Miami,FL,Miami,Fleet Maintenance Provider,6,$500K-$1M,Carlos,Owner,N/A,N/A,cmc-mobile-mechanic.com
RT Auto Performance,Miami,FL,Miami,Fleet Maintenance Provider,7,$500K-$1M,Owner,Owner,N/A,N/A,rtautoperformance.com
JLK Detailing,Irvine,CA,Orange County,Auto Detailing Company,6,$250K-$500K,Lenny,Owner,N/A,N/A,jlkdetailing.com
Lightning Detailing,Orange County,CA,Orange County,Auto Detailing Company,5,$250K-$500K,Paul Burner,Owner,N/A,N/A,lightningdetail.com
The Detailing Pros,Orange County,CA,Orange County,Auto Detailing Company,8,$500K-$1M,Mel Craig,Owner,N/A,N/A,thedetailingpros.com
Wiseguys Auto Detailing,Orange,CA,Orange County,Auto Detailing Company,5,$250K-$500K,Sean,Founder,N/A,N/A,wiseguysdetailing.com
Prestige Auto Detailing,Riverside,CA,Orange County,Auto Detailing Company,5,$250K-$500K,Daniel,Owner,N/A,N/A,prestigeautodetailing.biz
ANP Auto Detailing,Orange County,CA,Orange County,Auto Detailing Company,6,$250K-$500K,Alex Pellegrini,Founder,N/A,N/A,anpautodetailing.com
AMP Digital Agency,Wayzata,MN,Minneapolis,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,612-987-6873,N/A,ampdigitalagency.com
Back2Basics LLC,Minneapolis,MN,Minneapolis,Digital Marketing Agency,5,$250K-$500K,Owner,Owner,763-951-3913,N/A,withthepowerof2.com
NorthWing Digital,Hopkins,MN,Minneapolis,Digital Marketing Agency,6,$500K-$1M,Owner,Owner,952-378-1358,N/A,northwingdigital.com
Digital Architects,Minneapolis,MN,Minneapolis,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,612-459-7499,N/A,digitalarchitects.org
ITRegulators,Chicago,IL,Chicago,IT Managed Service Provider,12,$1M-$2M,Owner,Owner,630-378-5900,N/A,itregulators.com
Framework IT,Chicago,IL,Chicago,IT Managed Service Provider,15,$1.5M-$3M,Owner,Owner,312-564-5446,info@frameworkit.com,frameworkit.com
GO Technology Group,Chicago,IL,Chicago,IT Managed Service Provider,10,$1M-$2M,Owner,Owner,N/A,N/A,gochicagoit.com
XL.net,Chicago,IL,Chicago,IT Managed Service Provider,18,$2M-$4M,Owner,Owner,N/A,N/A,xl.net
Axxys Technologies,Plano,TX,Dallas,Cybersecurity Firm,15,$1.5M-$3M,Jack,Owner,N/A,N/A,axxys.com
Birch Cline,Dallas,TX,Dallas,Cybersecurity Firm,8,$750K-$1.5M,Owner,Owner,N/A,N/A,N/A
Cyber Wise Consulting,Dallas,TX,Dallas,Cybersecurity Firm,6,$500K-$1M,Owner,Owner,N/A,N/A,N/A
YEAH! Local,Atlanta,GA,Atlanta,SEO Agency,10,$1M-$2M,Justin Herring,Owner,N/A,N/A,yeah-local.com
ClickReady Marketing,Atlanta,GA,Atlanta,SEO Agency,8,$750K-$1.5M,Owner,Owner,404-923-0015,N/A,clickready.com
Propellant Media,Atlanta,GA,Atlanta,SEO Agency,10,$1M-$2M,Owner,Owner,877-776-7358,N/A,propellant.media
Atlanta SEO Pro,Atlanta,GA,Atlanta,SEO Agency,6,$500K-$1M,Owner,Owner,N/A,N/A,atlantaseo.pro
Find Local Company,Atlanta,GA,Atlanta,Digital Marketing Agency,5,$250K-$500K,Owner,Owner,N/A,N/A,findlocal-company.com
Bills Crestmoor Automotive,Denver,CO,Denver,Auto Repair Shop,8,$750K-$1.5M,Bill Probst,Co-Owner,N/A,N/A,billscrestmoorautomotive.com
Paddock Imports,Denver,CO,Denver,Auto Repair Shop,6,$500K-$1M,Doug Paddock,Owner,N/A,N/A,paddockimports.com
Express Car Care,Denver,CO,Denver,Auto Repair Shop,8,$750K-$1.5M,Rob Hounshell,Owner,N/A,N/A,denverexpresscare.com
Colorado Fleetworks,Denver,CO,Denver,Auto Repair Shop,7,$500K-$1M,Irish Mike,Owner,N/A,N/A,coloradofleetworks.com
JSBC Marketing,Houston,TX,Houston,Digital Marketing Agency,8,$500K-$1M,Jun Wang,Founder,N/A,N/A,jsbcmarketing.com
Illumination Marketing,Houston,TX,Houston,Digital Marketing Agency,6,$500K-$1M,James Kaatz,Co-Founder,N/A,N/A,marketingillumination.com
HTX Marketing Group,Houston,TX,Houston,Digital Marketing Agency,5,$250K-$500K,Adam Hundley,Founder,N/A,N/A,N/A
True Digital Marketing,Houston,TX,Houston,Digital Marketing Agency,7,$500K-$1M,Shon Tillman,Consultant / Owner,N/A,N/A,truedigitalmktg.com
Saba SEO,San Diego,CA,San Diego,SEO Agency,10,$1M-$2M,Owner,Owner,858-277-1717,N/A,sabaseo.com
Blue Media Marketing,San Diego,CA,San Diego,SEO Agency,8,$750K-$1.5M,William Sen,CEO,N/A,N/A,gobluemedia.com
Vivid Software Solutions,San Diego,CA,San Diego,SEO Agency,7,$500K-$1M,Sean Ansari,Founder,619-578-9456,N/A,vividsoftwaresolutions.com
Jen Ruhman SEO,San Diego,CA,San Diego,SEO Agency,5,$250K-$500K,Jen Ruhman,Owner,N/A,N/A,jenruhman.com
Mannys Auto Service,Miami,FL,Miami,Auto Repair Shop,8,$750K-$1.5M,Manuel Lemus Sr.,Owner,N/A,N/A,mannysautoservice.com
Marti Auto Service,Miami,FL,Miami,Auto Repair Shop,7,$500K-$1M,Yamil Marti,Owner,N/A,N/A,martiautoservice.com
Smutny & Ross Auto Servicing,Miami,FL,Miami,Auto Repair Shop,10,$750K-$1.5M,Steve Smutny,Owner,N/A,N/A,smutnyandross.com
MasterClass Automotive,Miami,FL,Miami,Auto Repair Shop,6,$500K-$1M,Ronald,Owner,N/A,N/A,masterclassauto.com
TSP Tech Superpowers,Boston,MA,Boston,Cybersecurity Firm,8,$750K-$1.5M,Michael,Founder,N/A,N/A,tsp.me
CyberSaint Security,Boston,MA,Boston,Cybersecurity Firm,15,$2M-$5M,George Wrenn,CEO / Founder,N/A,N/A,N/A
Branding Bosses,Tampa,FL,Tampa,Branding Agency,6,$500K-$1M,Nadia,Owner,N/A,N/A,brandingbosses.com
Burder Creative,Tampa,FL,Tampa,Branding Agency,5,$250K-$500K,Frank Burder,Co-Founder,N/A,N/A,burdercreative.com
VSF Marketing,Tampa,FL,Tampa,Digital Marketing Agency,8,$500K-$1M,Aaron Hurlburt,Founder,N/A,N/A,vsfmarketing.com
Affordable Fleet Services LLC,Houston,TX,Houston,Fleet Maintenance Provider,8,$750K-$1.5M,Ravi,Owner,N/A,N/A,affordablefleetservices.com
Kacals Auto and Truck Service,Houston,TX,Houston,Fleet Maintenance Provider,12,$1M-$2M,Mike Kacal,Owner,N/A,N/A,kacals.com
J&T Automotive,Houston,TX,Houston,Fleet Maintenance Provider,10,$1M-$2M,Owner,Owner,N/A,N/A,jntautomotive.com
CSD Branding,Philadelphia,PA,Philadelphia,Branding Agency,6,$500K-$1M,Charlie Scott,Owner / Principal,N/A,N/A,csdbranding.com
Brand Llama,Philadelphia,PA,Philadelphia,Branding Agency,7,$500K-$1M,Sagan Medvec,Co-Founder,N/A,N/A,brandllama.com
Steph Corrigan Design,Philadelphia,PA,Philadelphia,Branding Agency,5,$250K-$500K,Steph Corrigan,Founder,N/A,N/A,stephcorrigan.com
Helm Creative Studio,Philadelphia,PA,Philadelphia,Branding Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,helmcreativestudio.com
Coban Computer Solutions,Northern New Jersey,NJ,Northern New Jersey,IT Managed Service Provider,10,$1M-$2M,Jim Coban,Owner,N/A,N/A,cobancomputers.com
Holzsager Technology Services,Northern New Jersey,NJ,Northern New Jersey,IT Managed Service Provider,8,$750K-$1.5M,Owner,Owner,N/A,N/A,N/A
Integrated Computer Services,Northern New Jersey,NJ,Northern New Jersey,IT Managed Service Provider,12,$1M-$2M,Owner,Owner,N/A,N/A,icssnj.com
Millenia Auto Body,Orlando,FL,Orlando,Collision Repair Shop,8,$750K-$1.5M,Omar Maestre,Owner,N/A,N/A,milleniaautobody.com
DB Orlando Collision,Orlando,FL,Orlando,Collision Repair Shop,6,$500K-$1M,Drew Bryant,Founder,N/A,N/A,orlandocollision.com
Ace Paint & Body Works,Orlando,FL,Orlando,Collision Repair Shop,7,$500K-$1M,Sam,Owner,N/A,N/A,acepaintandbodyworks.com
William Best Auto Detail,Los Angeles,CA,Los Angeles,Auto Detailing Company,6,$250K-$500K,Jade Williams,CEO / Founder,N/A,N/A,wbautodetail.com
Izzys Auto Detailing,Los Angeles,CA,Los Angeles,Auto Detailing Company,5,$250K-$500K,Israel Velasco,Founder,N/A,N/A,izzysautodetailing.com
AutoDetailing LA,Los Angeles,CA,Los Angeles,Auto Detailing Company,5,$250K-$500K,Oliver,Owner,N/A,N/A,autodetailingla.com
Project Detail LA,Los Angeles,CA,Los Angeles,Auto Detailing Company,5,$250K-$500K,Owner,Owner,N/A,N/A,projectdetailla.com
Vocational Media,Charlotte,NC,Charlotte,SEO Agency,6,$500K-$1M,Jon Payne,Founder,N/A,N/A,vocationalmedia.com
GoBeyond SEO,Charlotte,NC,Charlotte,SEO Agency,8,$500K-$1M,Owner,Founder,N/A,N/A,gobeyondseo.com
Kashmer Interactive,Charlotte,NC,Charlotte,SEO Agency,5,$250K-$500K,Korey Kashmer,Founder,N/A,N/A,N/A
Charlotte SEO,Charlotte,NC,Charlotte,SEO Agency,7,$500K-$1M,Jeff Gilden,Founder,N/A,N/A,seocharlotte.ai
Miller Auto Repair Shop,Phoenix,AZ,Phoenix,Auto Repair Shop,6,$500K-$1M,Scott Miller,Co-Owner,N/A,N/A,N/A
National Automotive Repair,Phoenix,AZ,Phoenix,Auto Repair Shop,10,$750K-$1.5M,Randy McLaughlin,Founder,N/A,N/A,narepair.com
Central Car Care,Phoenix,AZ,Phoenix,Auto Repair Shop,8,$500K-$1M,Mora Family,Owner,N/A,N/A,centralcarcareaz.com
3A Automotive Service,Phoenix,AZ,Phoenix,Auto Repair Shop,10,$750K-$1.5M,Jim Alauria,Founder,N/A,N/A,3aautorepair.com
Perez Auto Repairs,Phoenix,AZ,Phoenix,Auto Repair Shop,8,$500K-$1M,Owner,Owner,N/A,N/A,autorepairshopphoenix.com
North Star Inc,Denver,CO,Denver,IT Managed Service Provider,10,$1M-$2M,Darryl Kalli,Co-Owner,N/A,N/A,N/A
Connecting Point,Denver,CO,Denver,IT Managed Service Provider,12,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Syn Ack Fin,Denver,CO,Denver,IT Managed Service Provider,8,$750K-$1.5M,Owner,Owner,N/A,N/A,safnetwork.com
Branding by Jo,Orlando,FL,Orlando,Branding Agency,5,$250K-$500K,Jocelyn,Founder,N/A,N/A,brandingbyjo.com
Maven Creative,Orlando,FL,Orlando,Branding Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,mavencreative.com
Organical SEO,Hackensack,NJ,Northern New Jersey,SEO Agency,6,$500K-$1M,Alex Miranda,Founder,N/A,N/A,organicalseo.com
MediaScher,New Jersey,NJ,Northern New Jersey,Digital Marketing Agency,5,$250K-$500K,Tyler,Owner,N/A,N/A,mediascher.com
Fractional CISO,Chicago,IL,Chicago,Cybersecurity Firm,8,$750K-$1.5M,Rob Black,Founder,N/A,N/A,fractionalciso.com
BSuite Cyber,Chicago,IL,Chicago,Cybersecurity Firm,6,$500K-$1M,Bart,Owner,N/A,N/A,bsuite.io
Renew Mobile Detailing,Nashville,TN,Nashville,Auto Detailing Company,5,$250K-$500K,Jesse Lunceford-Levesque,Owner,N/A,N/A,renewdetailing.com
Nashville Mobile Detail,Nashville,TN,Nashville,Auto Detailing Company,6,$250K-$500K,Blake NeeSmith,Owner,N/A,N/A,nashvillemobiledetail.com
Klassy Kleen Mobile Detailing,Nashville,TN,Nashville,Auto Detailing Company,5,$250K-$500K,Mondo,Owner,N/A,N/A,klassykleen.com
Driven Collision,Atlanta,GA,Atlanta,Collision Repair Shop,8,$750K-$1.5M,Alan Greer,Owner,N/A,N/A,drivencollision.com
Beam Collision & Restoration,Atlanta,GA,Atlanta,Collision Repair Shop,7,$500K-$1M,Martin Zamora,Founder,N/A,N/A,beamcollision.com
MIS Solutions,Atlanta,GA,Atlanta,IT Managed Service Provider,18,$2M-$5M,Lliam Holmes,Co-Founder,N/A,N/A,mis-solutions.com
mPowered IT,Atlanta,GA,Atlanta,IT Managed Service Provider,10,$1M-$2M,John Mamon,CEO / Founder,N/A,N/A,mpoweredit.com
Leapfrog,Atlanta,GA,Atlanta,IT Managed Service Provider,15,$1.5M-$3M,David Gracey,President / Founder,N/A,N/A,N/A
East Collision,Bronx,NY,New York City,Collision Repair Shop,8,$750K-$1.5M,Paul,Owner,N/A,N/A,eastcollisionnewyork.com
Manhattan Auto Care,New York,NY,New York City,Collision Repair Shop,7,$500K-$1M,Owner,Owner,N/A,N/A,manhattanautocare.com
Wantagh Auto Body,Wantagh,NY,New York City,Collision Repair Shop,6,$500K-$1M,Michael Motschwiller,Owner,N/A,N/A,wantaghautobody.com
Texas Cyber Solutions,Houston,TX,Houston,Cybersecurity Firm,8,$750K-$1.5M,David Taxer,Co-Founder,N/A,N/A,texascybersolutions.com
CyberOne,Houston,TX,Houston,Cybersecurity Firm,10,$1M-$2M,Tera Davis,CEO / Founder,N/A,N/A,cyberonesecurity.com
NGNSYS,Houston,TX,Houston,Cybersecurity Firm,8,$750K-$1.5M,David Bass,CEO / Founder,N/A,N/A,ngnsys.com
Web Rank Digital,Charlotte,NC,Charlotte,Digital Marketing Agency,6,$500K-$1M,Musa,Co-Founder,N/A,N/A,webrankdigital.com
Overtop Media,Charlotte,NC,Charlotte,Digital Marketing Agency,8,$500K-$1M,Michael Estramonte,CEO / Owner,N/A,N/A,overtopmedia.com
Ell-Bern Automotive,Boston,MA,Boston,Auto Repair Shop,7,$500K-$1M,Haydar Ali,Owner,N/A,N/A,ellbernservice.com
Boston Automotive Inc,Boston,MA,Boston,Auto Repair Shop,8,$750K-$1.5M,Javier Fernandez,Owner,N/A,N/A,bostonautomotiveservices.com
Danilchuk Auto Body,Boston,MA,Boston,Collision Repair Shop,10,$1M-$2M,Eric Danilchuk,Owner,N/A,N/A,danilchukautobody.com
CICS LLC,Minneapolis,MN,Minneapolis,Cybersecurity Firm,8,$750K-$1.5M,Owner,Owner,N/A,N/A,cics.co
Geekland IT,Minneapolis,MN,Minneapolis,Cybersecurity Firm,6,$500K-$1M,Owner,Owner,N/A,N/A,geeklandit.com
UNS Inc,Minneapolis,MN,Minneapolis,Cybersecurity Firm,20,$2M-$4M,Owner,Owner,N/A,N/A,N/A
McNallan Technology,Minneapolis,MN,Minneapolis,IT Managed Service Provider,8,$750K-$1.5M,Owner,Owner,N/A,N/A,mcnallan.com
Branding Los Angeles,Los Angeles,CA,Los Angeles,Branding Agency,15,$1.5M-$3M,Ben Behrooz,Founder / CEO,N/A,N/A,brandinglosangeles.com
Stellen Design,Los Angeles,CA,Los Angeles,Branding Agency,6,$500K-$1M,Jordis,Creative Director,N/A,N/A,stellendesign.com
ADBD,Los Angeles,CA,Los Angeles,Branding Agency,8,$500K-$1M,Adam Derry,Founder,N/A,N/A,adbdx.com
Bright Design,Los Angeles,CA,Los Angeles,Branding Agency,10,$1M-$2M,Keith Bright,Founder,N/A,N/A,brightdesign.com
BCA IT Inc,Orlando,FL,Orlando,IT Managed Service Provider,12,$1M-$2M,Kenneth Henao,President / Founder,N/A,N/A,bcainc.com
Kappa Services,Orlando,FL,Orlando,IT Managed Service Provider,10,$1M-$2M,Owner,Owner,N/A,N/A,kappaservices.com
OrlanTech,Orlando,FL,Orlando,IT Managed Service Provider,12,$1M-$2M,Owner,Owner,N/A,N/A,orlantech.com
Redideo Studio,San Diego,CA,San Diego,Digital Marketing Agency,8,$500K-$1M,Daniel Travers,Founder,N/A,N/A,redideostudio.com
Explore Digital,San Diego,CA,San Diego,Digital Marketing Agency,6,$500K-$1M,Darci and Ryan,Co-Founders,N/A,N/A,exploredigital.com
Formula Marketing,San Diego,CA,San Diego,Digital Marketing Agency,7,$500K-$1M,Sara Arjmand,Founder,N/A,N/A,formulamarketingsd.com
Chris Murphys Automotive,Dallas,TX,Dallas,Auto Repair Shop,8,$750K-$1.5M,Chris Murphy,Founder,N/A,N/A,chrismurphysautomotive.com
Stuart's Paint & Body,Dallas,TX,Dallas,Collision Repair Shop,10,$1M-$2M,Owner,Owner,N/A,N/A,stuartspaintandbody.com
Addison Automotive,Dallas,TX,Dallas,Auto Repair Shop,7,$500K-$1M,Owner,Owner,N/A,N/A,addisonautorepairdfw.com
Classic Body Worx,Philadelphia,PA,Philadelphia,Collision Repair Shop,10,$1M-$2M,Joe Pellegrini,Owner,215-676-3800,N/A,classicbodyworx.com
Gus CARSTAR Collision,Philadelphia,PA,Philadelphia,Collision Repair Shop,8,$750K-$1.5M,Gus Natelli,Owner,N/A,N/A,N/A
All About You Autobody,Philadelphia,PA,Philadelphia,Collision Repair Shop,6,$500K-$1M,Jimmie Davis,Owner,N/A,N/A,N/A
Cloudavize,Houston,TX,Houston,IT Managed Service Provider,10,$1M-$2M,Cody,Founder,N/A,N/A,cloudavize.com
Preactive IT Solutions,Houston,TX,Houston,IT Managed Service Provider,12,$1M-$2M,Charles Swihart,Founder / CEO,N/A,N/A,preactiveit.com
HighPoint Technology Group,Houston,TX,Houston,IT Managed Service Provider,10,$1M-$2M,Owner,Owner,N/A,N/A,gohighpoint.com
One Step Secure IT,Phoenix,AZ,Phoenix,Cybersecurity Firm,15,$1.5M-$3M,Scott Kreisberg,Founder,N/A,N/A,onestepsecureit.com
cloudIT,Phoenix,AZ,Phoenix,IT Managed Service Provider,10,$1M-$2M,Vince Kent,President / CEO,N/A,N/A,N/A
M5 Systems,Phoenix,AZ,Phoenix,IT Managed Service Provider,8,$750K-$1.5M,Michael Seidner,CEO,N/A,N/A,N/A
Momentum Digital,Philadelphia,PA,Philadelphia,SEO Agency,8,$500K-$1M,Mac Frederick,Founder / CEO,N/A,N/A,needmomentum.com
SEO Locale,Philadelphia,PA,Philadelphia,SEO Agency,7,$500K-$1M,Marc,Founder,N/A,N/A,seolocale.com
Padula Media,Philadelphia,PA,Philadelphia,SEO Agency,5,$250K-$500K,Thomas Padula,Founder,N/A,N/A,padulamedia.com
ThinkPod Agency,Orlando,FL,Orlando,Digital Marketing Agency,8,$500K-$1M,Aubrey Burkhart,Owner,N/A,N/A,thinkpodagency.com
ROI Amplified,Orlando,FL,Orlando,Digital Marketing Agency,10,$1M-$2M,Zack Bowlby,CEO / Founder,N/A,N/A,roiamplified.com
COSMarketing Agency,Orlando,FL,Orlando,Digital Marketing Agency,6,$500K-$1M,Owner,Owner,N/A,N/A,cosmarketingagency.com
Seven T Seven Street,Atlanta,GA,Atlanta,Auto Detailing Company,5,$250K-$500K,Steven Chase,Owner,N/A,N/A,7t7street.com
Mint Mobile Detail,Atlanta,GA,Atlanta,Auto Detailing Company,5,$250K-$500K,David Sessions,Founder,N/A,N/A,getmintmobiledetail.com
Flawless Detail,Dallas,TX,Dallas,Auto Detailing Company,6,$250K-$500K,Chris,Owner,N/A,N/A,flawlessdallas.com
Detail Werkz,Dallas,TX,Dallas,Auto Detailing Company,7,$500K-$1M,Brian Hare,Founder,N/A,N/A,detailwerkz.com
Time 2 Shine,Dallas,TX,Dallas,Auto Detailing Company,6,$250K-$500K,Jon Martin,Owner,N/A,N/A,time2shineauto.com
Chuky's Mobile Detail,Dallas,TX,Dallas,Auto Detailing Company,5,$250K-$500K,Miguel,Owner,N/A,N/A,chukysdetail.com
BSM Boulder SEO Marketing,Denver,CO,Denver,SEO Agency,6,$500K-$1M,Chris Raulf,Founder / CEO,N/A,N/A,boulderseomarketing.com
Firestarter SEO,Denver,CO,Denver,SEO Agency,8,$750K-$1.5M,Skyler Malley,Founder / Owner,N/A,N/A,firestarterseo.com
Epidemic Marketing,Denver,CO,Denver,SEO Agency,7,$500K-$1M,Noah,Owner,N/A,N/A,epidemic-marketing.com
Red Egg Marketing,Denver,CO,Denver,Digital Marketing Agency,6,$500K-$1M,Ryan,Co-Owner,N/A,N/A,redeggmarketing.com
Mothershed Design Co,Denver,CO,Denver,Branding Agency,6,$500K-$1M,Josiah Mothershed,Co-Owner,N/A,N/A,mothersheddesign.com
Orange Marketing,Denver,CO,Denver,Branding Agency,5,$250K-$500K,Kim DeLashmit,Founder,N/A,N/A,orangemarketingco.com
Six Leaf Design,Denver,CO,Denver,Branding Agency,5,$250K-$500K,Lindsey,Owner,N/A,N/A,sixleafdesign.com
Digital Neighbor,Tampa,FL,Tampa,SEO Agency,8,$500K-$1M,Eric Ritter,Founder,N/A,N/A,digitalneighbor.com
Amity Digital Marketing,Tampa,FL,Tampa,Digital Marketing Agency,6,$500K-$1M,Scott Amity,Founder / CEO,N/A,N/A,amitydigitalmarketing.com
Wilson Tire & Auto,Nashville,TN,Nashville,Auto Repair Shop,8,$750K-$1.5M,Brian Wilson,Owner,N/A,N/A,wilsontireauto.com
Best Auto Care,Nashville,TN,Nashville,Auto Repair Shop,7,$500K-$1M,Abraham Aguilar,Owner,N/A,N/A,bestautocarenashville.com
Snider Automotive,Nashville,TN,Nashville,Auto Repair Shop,8,$750K-$1.5M,Burt Snider,Founder,N/A,N/A,sniderautomotive.com
EurWerks,Nashville,TN,Nashville,Auto Repair Shop,6,$500K-$1M,Chet Agaoglu,Owner,N/A,N/A,eurwerks.com
NEWMEDIA,Washington,DC,Washington DC,Digital Marketing Agency,15,$1.5M-$3M,Owner,Owner,202-600-4990,info@newmedia.com,newmedia.com
Captiva Branding,Washington,DC,Washington DC,Branding Agency,6,$500K-$1M,Maritza Lizama,Co-Founder,N/A,N/A,N/A
Brach's Auto Center,Chicago,IL,Chicago,Fleet Maintenance Provider,8,$750K-$1.5M,Tom Beaulieu,Owner,N/A,N/A,brachsautocenter.com
Semper Fi Fleet Maintenance,Chicago,IL,Chicago,Fleet Maintenance Provider,10,$1M-$2M,Owner,Owner,N/A,N/A,semperfi-mobile.com
Illinois Fleet Service,Chicago,IL,Chicago,Fleet Maintenance Provider,8,$750K-$1.5M,Owner,Owner,N/A,N/A,illinoisfleetserviceinc.com
Citywide Auto Care,Orange,CA,Orange County,Auto Repair Shop,8,$750K-$1.5M,Bruce,Owner,N/A,N/A,citywideorange.com
Batavia Auto Repair,Orange,CA,Orange County,Auto Repair Shop,6,$500K-$1M,Javier,Owner,N/A,N/A,bataviaautorepair.com
Admiration Auto Body,Denver,CO,Denver,Collision Repair Shop,6,$500K-$1M,Nadia Lopez,Owner,N/A,N/A,N/A
Werkheiser Collision,Denver,CO,Denver,Collision Repair Shop,8,$750K-$1.5M,Owner,Owner,N/A,N/A,werkheisercollision.com
Golden Coach Works,Denver,CO,Denver,Collision Repair Shop,10,$1M-$2M,Owner,Owner,N/A,N/A,goldencoachworks.com
Dupont Creative,Washington,DC,Washington DC,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,dupontcreative.com
Marketing Nice Guys,Washington,DC,Washington DC,Digital Marketing Agency,6,$500K-$1M,Owner,Owner,N/A,N/A,marketingniceguys.com
Genius Agency,Houston,TX,Houston,Digital Marketing Agency,10,$1M-$2M,Owner,Founder,N/A,N/A,geniusagency.ai
Top Speed Marketing,Phoenix,AZ,Phoenix,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,topspeedmarketing.com
