company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Moss Marketing Group,Kansas City,MO,Kansas City MO,Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://mossmarketinggroup.com/
Social Managed,Kansas City,MO,Kansas City MO,Digital Marketing Agency,10,$1M-$3M,N/A,Owner,N/A,N/A,https://socialmanaged.com/
J29 Creative Group,Kansas City,MO,Kansas City MO,Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.j29creative.com/
2A Marketing,Kansas City,MO,Kansas City MO,Digital Marketing Agency,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://2amarketing.com/
Digital Division,Kansas City,MO,Kansas City MO,Digital Marketing Agency,10,$1M-$3M,N/A,Owner,N/A,N/A,https://digitaldivisiongroup.com/
Rock City Digital,Kansas City,MO,Kansas City MO,Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://rockcitydigital.com/
Kansas City Home Care Inc,Kansas City,MO,Kansas City MO,Home Health Agency,15,$1M-$3M,Tim Tholen,Owner,N/A,N/A,https://www.kchomecare.com/
Best Choice Home Health Care,Kansas City,KS,Kansas City MO,Home Health Agency,12,$1M-$3M,N/A,Owner,913-287-3500,N/A,https://www.bestchoiceinc.org/
All Services Home Healthcare,Kansas City,MO,Kansas City MO,Home Health Agency,15,$2M-$5M,N/A,Owner,N/A,N/A,https://allserviceshhc.com/
Johnson County Dermatology,Overland Park,KS,Kansas City MO,Dermatology Clinic,12,$2M-$5M,Dr. Kroh & Dr. Tauscher,Co-Owners,913-764-1125,N/A,https://jocoderm.com/
Kansas City Eye Clinic,Overland Park,KS,Kansas City MO,Optometry Clinic,15,$2M-$5M,N/A,Doctor-Owned,N/A,N/A,https://www.kceyeclinic.com/
Dermatology Specialists of KC,Kansas City,MO,Kansas City MO,Dermatology Clinic,10,$1M-$3M,Dr. Rupp,Owner,N/A,N/A,https://www.dermkc.com/
TMS Auto (The Maintenance Shop),Kansas City,MO,Kansas City MO,Auto Repair,10,$1M-$3M,Andrew Seroogy,Owner,N/A,N/A,https://tmsauto.com
Minich's Auto Repair,North Kansas City,MO,Kansas City MO,Auto Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.minichsautorepair.com/
Duke & Bob's Automotive,Kansas City,MO,Kansas City MO,Auto Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.dukeandbobsautorepair.com/
Otto Service KC,Kansas City,MO,Kansas City MO,Auto Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://ottoservicekc.com/
CM Fabricating,Kansas City,MO,Kansas City MO,Machine Shop/Metal Fabrication,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://cmfabkc.com/
T and E Fabrication,Kansas City,MO,Kansas City MO,Machine Shop/Metal Fabrication,10,$1M-$3M,Bill Eads,Founder,N/A,N/A,https://www.tandefabrication.com/
Lindsay Machine Works,Independence,MO,Kansas City MO,Machine Shop/Metal Fabrication,12,$1M-$3M,N/A,Owner,N/A,N/A,https://lindsaymachineworks.com/
Garcia Mobile Welding & Fabrication,Kansas City,MO,Kansas City MO,Machine Shop/Metal Fabrication,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://garciaweldingmo.com/
Valor Metal Works,Kansas City,MO,Kansas City MO,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.valormetalworks.com/
Cleaning Up KC,Kansas City,MO,Kansas City MO,Commercial Cleaning,12,$1M-$3M,N/A,Owner,N/A,N/A,https://cleaningupkc.com/
Crystal Clear Enterprise,Kansas City,MO,Kansas City MO,Commercial Cleaning,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.crystalclearkc.com/
Elite Clean Co,Kansas City,MO,Kansas City MO,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://elitecleanco.net/
MC Janitorial,Kansas City,MO,Kansas City MO,Commercial Cleaning,15,$1M-$3M,N/A,Owner,N/A,N/A,https://mcjanitorial.com/
Craft & Sage Financial,Kansas City,MO,Kansas City MO,Wealth Management,6,$1M-$3M,John T. Christy,Founder/CFP,N/A,N/A,N/A
Buttonwood Financial Group,Kansas City,MO,Kansas City MO,Wealth Management,8,$1M-$3M,N/A,Principal,N/A,N/A,https://www.buttonwoodfg.com/
FAS Wealth Partners,Kansas City,MO,Kansas City MO,Wealth Management,10,$1M-$3M,N/A,Principal,N/A,N/A,https://www.faswealthpartners.com/
Van Collision Body Shop,Kansas City,MO,Kansas City MO,Collision Repair,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.kansascitycollision.com/
Prestige Auto KC,Kansas City,MO,Kansas City MO,Collision Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://prestigeautokc.com/
Central Body Company,Kansas City,MO,Kansas City MO,Collision Repair,15,$2M-$5M,N/A,Owner,N/A,N/A,https://centralbody.com/
Whay's Auto Service,Baltimore,MD,Baltimore MD,Auto Repair,8,$500K-$1.5M,Frank Whay,Owner,410-355-3758,N/A,https://www.whaysautoservice.com/
Clark Auto Repair,Baltimore,MD,Baltimore MD,Auto Repair,8,$500K-$1.5M,N/A,Owner,410-254-7777,info@clark-auto-repair-baltimore.com,https://www.clark-auto-repair-baltimore.com/
Baltimore Motor Works,Baltimore,MD,Baltimore MD,Auto Repair,8,$500K-$1.5M,Keith Johnson,Founder,N/A,N/A,https://www.baltimoremotorworks.com/
Framerite Auto Repair,Baltimore,MD,Baltimore MD,Auto Repair,10,$1M-$3M,N/A,Owner,N/A,N/A,https://frameriteauto.com/
Browning Auto Repair,Baltimore,MD,Baltimore MD,Auto Repair,12,$1M-$3M,Jeff Brown,Owner,410-355-9576,N/A,https://www.browningautomatic.com/
TradeMark Construction,Baltimore,MD,Baltimore MD,General Contractors,10,$1M-$3M,Vasilios,Owner,N/A,N/A,https://trademarkconstruct.com/
Dewar General Contracting,Baltimore,MD,Baltimore MD,General Contractors,10,$1M-$3M,Jon Dewar,Owner,N/A,N/A,https://dewargc.com/
Maryland Bay Construction,Baltimore,MD,Baltimore MD,General Contractors,12,$2M-$5M,N/A,Owner,N/A,N/A,https://mdcontractors.com/
Emerald Construction,Baltimore,MD,Baltimore MD,General Contractors,10,$1M-$3M,N/A,Owner,N/A,N/A,https://emeraldconstruction.com/
Regina Anderson MD Dermatology,Baltimore,MD,Baltimore MD,Dermatology Clinic,8,$1M-$3M,Dr. Regina Anderson,Owner,N/A,N/A,https://reginaandersonderm.com/
Simmons-O'Brien & Orlinsky,Towson,MD,Baltimore MD,Dermatology Clinic,10,$1M-$3M,Dr. Simmons-O'Brien,Co-Owner,N/A,N/A,https://www.ladydermdocs.com/
Dr. David Strobel Dermatology,Catonsville,MD,Baltimore MD,Dermatology Clinic,6,$500K-$1.5M,Dr. David Strobel,Owner,N/A,N/A,N/A
Drs. Poulton & Smith LLC,Baltimore,MD,Baltimore MD,Dermatology Clinic,8,$1M-$3M,Dr. Poulton & Dr. Smith,Co-Owners,N/A,N/A,https://www.poultonandsmith.com/
Dragonfly Digital Marketing,Baltimore,MD,Baltimore MD,Digital Marketing Agency,10,$1M-$3M,Geoff,Owner,N/A,N/A,https://dragonflydm.com/
MOJO Creative Digital,Baltimore,MD,Baltimore MD,Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://mojo.biz/
Urban Ignite Marketing,Baltimore,MD,Baltimore MD,Digital Marketing Agency,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://urbanignite.com/
Birdland Digital Marketing,Baltimore,MD,Baltimore MD,Digital Marketing Agency,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.birdlanddigitalmarketing.com/
Capital Janitorial LLC,Baltimore,MD,Baltimore MD,Commercial Cleaning,10,$500K-$1.5M,N/A,Owner,N/A,N/A,http://www.capitaljanitorialllc.com/
Vesta Building Services,Baltimore,MD,Baltimore MD,Commercial Cleaning,12,$1M-$3M,N/A,Owner,N/A,N/A,https://vestabuildingservices.com/
Foreman Pro Cleaning,Baltimore,MD,Baltimore MD,Commercial Cleaning,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.foremanpro.com/
Green Apple Cleaning,Baltimore,MD,Baltimore MD,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://greenapplecleaningmd.com/
White Marsh Transport,Baltimore,MD,Baltimore MD,Freight Brokerage,10,$2M-$5M,N/A,Owner,410-238-7759,N/A,http://www.wmtransport.com/
Lightning Delivers,Baltimore,MD,Baltimore MD,Freight Brokerage,15,$2M-$5M,N/A,Owner,(410) 477-6100,N/A,https://lightningdelivers.com/
Clark Machine,Baltimore,MD,Baltimore MD,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.clarkmachine.com/
Stainless Works Inc,Baltimore,MD,Baltimore MD,Machine Shop/Metal Fabrication,12,$1M-$3M,N/A,Owner,443-953-7052,N/A,https://stainlessworksco.com/
Viking Steel Fabricators,Baltimore,MD,Baltimore MD,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://vikingsteel.us/
MD Freight and Logistics,Richmond,VA,Richmond VA,Freight Brokerage,8,$1M-$3M,N/A,Owner,N/A,N/A,https://www.mdfreightlogistics.com/
TNK Janitorial,Sacramento,CA,Sacramento CA,Commercial Cleaning,10,$500K-$1.5M,N/A,Owner,916-247-5545,tnkjanitorial@gmail.com,https://www.tnkjanitorial.com/
Property Maintenance Group,Sacramento,CA,Sacramento CA,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,916-838-4035,PropertyMaintenance12@gmail.com,https://www.pmgcommercialjanitorial.com/
Sacramento General Cleaners,Sacramento,CA,Sacramento CA,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.sacramentogeneralcleaners.com/
AdInfusion,Sacramento,CA,Sacramento CA,SEO/Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.adinfusion.com/
Lockedown SEO,Sacramento,CA,Sacramento CA,SEO/Digital Marketing Agency,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://lockedownseo.com/
Foamers,Sacramento,CA,Sacramento CA,SEO/Digital Marketing Agency,6,$500K-$1.5M,N/A,Owner,408-661-4699,hello@foamers.net,https://foamers.net/
Kitchen Mart,Sacramento,CA,Sacramento CA,Remodeling Contractors,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.kitchenmart.com/
America's Dream HomeWorks,Sacramento,CA,Sacramento CA,Remodeling Contractors,12,$2M-$5M,N/A,Owner,N/A,N/A,https://www.dreamhomeworks.com/
Yancey Company,Sacramento,CA,Sacramento CA,Remodeling Contractors,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.yanceycompany.com/
JC Construction & Remodeling,Sacramento,CA,Sacramento CA,Remodeling Contractors,8,$1M-$3M,N/A,Owner,N/A,N/A,https://jcconstruction.us/
Future Generation Construction,Citrus Heights,CA,Sacramento CA,Remodeling Contractors,8,$1M-$3M,N/A,Owner,N/A,N/A,https://futgenconstruction.com/
A Better Living Home Care,Sacramento,CA,Sacramento CA,Home Health Agency,15,$1M-$3M,Jay Bloodsworth,Founder,N/A,N/A,https://www.blhc.org/
Amada Senior Care Sacramento,Sacramento,CA,Sacramento CA,Senior Care Services,10,$1M-$3M,Correy Webb,Co-Owner,N/A,N/A,https://www.amadaseniorcare.com/sacramento-north-senior-care/
Senior Care of Sacramento,Sacramento,CA,Sacramento CA,Senior Care Services,8,$500K-$1.5M,Therese Johnson,Owner,916-877-6904,N/A,https://seniorcareofsacramento.com/
Welcome Home Care,Sacramento,CA,Sacramento CA,Senior Care Services,10,$1M-$3M,Carleton Copa,Founder,916-778-7150,N/A,https://welcomehomecareca.com/
Rx HealthCare Services,Sacramento,CA,Sacramento CA,Home Health Agency,12,$1M-$3M,Ken Erman,CEO,N/A,N/A,https://www.rxnursing.com/
Relux Collision,Sacramento,CA,Sacramento CA,Collision Repair,10,$1M-$3M,Slava,Founder,N/A,N/A,https://reluxcollision.com/
Excellence Auto Collision,Sacramento,CA,Sacramento CA,Collision Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://excellenceautocollision.com/
Ultimate Collision Center,Sacramento,CA,Sacramento CA,Collision Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://ultimatecollisionsac.com/
Kniesel's Collision,Sacramento,CA,Sacramento CA,Collision Repair,15,$2M-$5M,N/A,Owner,N/A,N/A,https://kniesels.com/
Langill's Machine,Sacramento,CA,Sacramento CA,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://langills.com/
PRO Machine Works,Sacramento,CA,Sacramento CA,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://promachineworks.com/
Sacramento Machine Shop,Loomis,CA,Sacramento CA,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.machineshopsacramento.com/
Sac Freight Lines,Sacramento,CA,Sacramento CA,Freight Brokerage,10,$2M-$5M,N/A,Owner,N/A,N/A,https://sacfreightlines.com/
Casazza Chiropractic,Sacramento,CA,Sacramento CA,Chiropractic Clinic,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.sacramentochiropractic.com/
Sacramento Spinal Specialists,Sacramento,CA,Sacramento CA,Chiropractic Clinic,6,$500K-$1.5M,Dr. Dan Oliver,Owner,N/A,N/A,https://www.sacramentochiros.com/
The Healing Touch Chiropractic,Sacramento,CA,Sacramento CA,Chiropractic Clinic,6,$500K-$1.5M,Dr. David Evans,Owner,N/A,N/A,https://www.fixmyback.com/
Fisher Chiropractic,Sacramento,CA,Sacramento CA,Chiropractic Clinic,6,$500K-$1.5M,Dr. Matthew Fisher,Owner,N/A,N/A,https://www.mattfisherdc.com/
Gibson Chiropractic,Sacramento,CA,Sacramento CA,Chiropractic Clinic,6,$500K-$1.5M,Dr. Chris Gibson,Owner,N/A,N/A,https://www.gibsonchirocare.com/
Nguyen Chiropractic,Sacramento,CA,Sacramento CA,Chiropractic Clinic,6,$500K-$1.5M,Dr. Nguyen,Owner,N/A,N/A,https://nguyenchiro.com/
Capitol Optometry,Sacramento,CA,Sacramento CA,Optometry Clinic,8,$500K-$1.5M,Dr. Moos,Owner,N/A,N/A,https://capitoloptometry.com/
Eyes on J Optometry,Sacramento,CA,Sacramento CA,Optometry Clinic,6,$500K-$1.5M,Dr. Sarah Swanson-Harsh,Owner,N/A,N/A,https://www.eyesonj.com/
Greenhaven Optometry,Sacramento,CA,Sacramento CA,Optometry Clinic,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://greenhavenoptometry.com/
Schauffele Optometry,Sacramento,CA,Sacramento CA,Optometry Clinic,6,$500K-$1.5M,Dr. Heidi Schauffele,Owner,N/A,N/A,https://www.seeustosee.com/
Hunnicutt Construction,Richmond,VA,Richmond VA,General Contractors,15,$3M-$7M,Brett Hunnicutt,Owner,N/A,N/A,https://hunnicuttconstruction.com/
EJ Wade Construction,Richmond,VA,Richmond VA,General Contractors,12,$2M-$5M,N/A,Owner,N/A,N/A,http://www.ejwadeconstruction.net/
Carytown Optometry,Richmond,VA,Richmond VA,Optometry Clinic,6,$500K-$1.5M,Dr. Benjamin Gates,Owner,N/A,N/A,https://carytownoptometry.com/
Patterson Eye Clinic,Richmond,VA,Richmond VA,Optometry Clinic,10,$1M-$3M,N/A,Owner,(804) 285-7638,N/A,https://www.pattersoneyeclinic.com/
Dr. Eric Nilsen and Associates,Richmond,VA,Richmond VA,Optometry Clinic,8,$500K-$1.5M,Dr. Eric Nilsen,Owner,(804) 858-2020,N/A,N/A
Family Vision Care of Richmond,Glen Allen,VA,Richmond VA,Optometry Clinic,8,$500K-$1.5M,N/A,Owner,(804) 217-9883,N/A,https://www.fvcor.com/
Grove Eye Care,Richmond,VA,Richmond VA,Optometry Clinic,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://groveeyecare.com/
Assisting Hands Home Care Richmond,Richmond,VA,Richmond VA,Senior Care Services,12,$1M-$3M,Eric,Owner,N/A,N/A,https://assistinghandsrichmond.com/
Visiting Angels Richmond,Richmond,VA,Richmond VA,Senior Care Services,15,$1M-$3M,N/A,Owner,N/A,N/A,https://www.visitingangels.com/richmondva/
ameriCARE Richmond,Richmond,VA,Richmond VA,Senior Care Services,10,$1M-$3M,N/A,Owner,N/A,N/A,https://americareinfo.com/greater-richmond/
Caremed Inc,Richmond,VA,Richmond VA,Home Health Agency,12,$1M-$3M,N/A,Owner,N/A,N/A,https://www.caremedcares.com/
Boulevard Creative,Richmond,VA,Richmond VA,Digital Marketing Agency,8,$500K-$1.5M,Trevor,Founder,N/A,N/A,https://boulevardrva.com/
Rich Ideas,Richmond,VA,Richmond VA,Digital Marketing Agency,6,$500K-$1.5M,Chad Love,Owner,N/A,N/A,https://myrichideas.com/
FreshMove Media,Richmond,VA,Richmond VA,Digital Marketing Agency,6,$500K-$1.5M,N/A,Owner,N/A,N/A,https://freshmovemedia.com/
Lindsay's Auto Body & Paint,Henrico,VA,Richmond VA,Collision Repair,8,$500K-$1.5M,Rickey Lindsay,Owner,N/A,N/A,https://www.lindsaysautobody.com/
Gorman & Sons Collision Center,Richmond,VA,Richmond VA,Collision Repair,10,$1M-$3M,Barry Gorman,Owner,N/A,N/A,https://gormanandsonscollision.com/
S&S Body Shop,Richmond,VA,Richmond VA,Collision Repair,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://bestbodyshoprichmond.com/
DRP Collision,Powhatan,VA,Richmond VA,Collision Repair,8,$500K-$1.5M,Margo & Kendall Ickes,Co-Owners,N/A,N/A,https://www.drpcollision.com/
Seneca House Advisors,Richmond,VA,Richmond VA,Wealth Management,6,$1M-$3M,Matt,Founder/Principal,N/A,N/A,https://senecahouseadvisors.com/
Spark Financial Advisors,Richmond,VA,Richmond VA,Wealth Management,6,$1M-$3M,N/A,Owner,N/A,N/A,https://sparkfinancialadvisors.com/
RVA Wealth Management,Richmond,VA,Richmond VA,Wealth Management,6,$1M-$3M,N/A,Principal,N/A,N/A,https://www.rvawealthmanagement.com/
Covenant Wealth Advisors,Richmond,VA,Richmond VA,Wealth Management,10,$1M-$3M,N/A,Founder,N/A,N/A,https://www.covenantwealthadvisors.com/
Armes Precision,Richmond,VA,Richmond VA,Machine Shop/Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://armesprecision.com/
Clarity Commercial Cleaning,Richmond,VA,Richmond VA,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.claritycommercialcleaning.com/
Foreman Pro Cleaning Richmond,Richmond,VA,Richmond VA,Commercial Cleaning,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.foremanpro.com/
Greater Cincinnati Chiropractic,Cincinnati,OH,Cincinnati OH,Chiropractic Clinic,10,$1M-$3M,Dr. Garrett Gallentine,Owner,513-469-6400,N/A,https://www.greatercincychiro.com/
Cincinnati Chiropractic,Cincinnati,OH,Cincinnati OH,Chiropractic Clinic,8,$500K-$1.5M,Dr. Andrew J. Limle,Founder,513-661-6666,N/A,https://www.cincinnatichiropractic.com/
Academy Chiropractic Clinic,Cincinnati,OH,Cincinnati OH,Chiropractic Clinic,6,$500K-$1.5M,Dr. Richard Cohen,Owner,513-791-7155,N/A,https://www.cohenchiropracticcincinnati.com/
The Cincinnati Health Institute,Cincinnati,OH,Cincinnati OH,Chiropractic Clinic,8,$500K-$1.5M,N/A,Owner,513-522-2220,office@chi4health.com,https://www.thecincinnatihealthinstitute.com/
Spine and Wellness Cincinnati,Cincinnati,OH,Cincinnati OH,Chiropractic Clinic,8,$500K-$1.5M,Dr. Jeffrey Adam Metzger,Founder,N/A,N/A,https://spinewellnesscincinnati.com/
