company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Neek's Creations,Northern NJ,NJ,Northern New Jersey,Event Planning,6,$500K-$1M,Aneekah Simmons-Durham,Owner & Founder,N/A,N/A,https://www.neekscreations.com/
Lisa Ivler Events,Northern NJ,NJ,Northern New Jersey,Event Planning,8,$1M-$2M,Lisa Ivler,Owner,N/A,N/A,https://lisaivlerevents.com/
The Wedding Plan & Co.,Hoboken,NJ,Northern New Jersey,Wedding Planning,15,$2M-$4M,Jacquelyn Aleece,Founder,N/A,N/A,https://theweddingplanandco.com/
Reveled Events & Design,Pine Brook,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Yasemin Hakimi,Owner,N/A,N/A,N/A
Petite Planning Company,Jersey City,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Amanda Adsit,Owner & Lead Planner,N/A,N/A,N/A
Day Dream Planning,Northern NJ,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Stasia,Owner & Lead Planner,N/A,N/A,N/A
Elite Multimedia,Nashville,TN,Nashville,Event Production,15,$2M-$5M,Jeremy Byrd,Founder,N/A,N/A,https://elitemultimedia.com/
Spangler Entertainment,Nashville,TN,Nashville,Event Production,10,$1M-$3M,Doug Spangler,Co-Owner,N/A,N/A,https://www.spanglerentertainment.com/
Ovation Events,Nashville,TN,Nashville,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://ovationevents.com/
EBJ & Company,Nashville,TN,Nashville,Wedding Planning,8,$1M-$2M,Janie Varn,Founder,N/A,N/A,https://ebjandcompany.com/
Weddings & Events by Raina,Nashville,TN,Nashville,Wedding Planning,8,$1M-$2M,Raina,Owner,N/A,N/A,https://eventsbyraina.com/
Premier W.E.D.,Nashville,TN,Nashville,Wedding Planning,8,$1M-$2M,Dawn Schenkel,Owner,N/A,N/A,N/A
Laurie D'Anne Events,Nashville,TN,Nashville,Wedding Planning,10,$1M-$3M,Laurie D'Anne,Owner,N/A,N/A,https://www.lauriedeanneevents.com/
Joyful Events Co.,Nashville,TN,Nashville,Wedding Planning,6,$500K-$1M,Macy Speight,Owner & Lead Planner,N/A,N/A,N/A
Nisolo,Nashville,TN,Nashville,Ecommerce / DTC Brand,15,$3M-$5M,Owner,Founder,N/A,N/A,https://nisolo.com/
Batch USA,Nashville,TN,Nashville,Ecommerce / DTC Brand,12,$1M-$3M,Owner,Founder,N/A,N/A,https://batchusa.com/
Frost Chicago,Chicago,IL,Chicago,Event Production,15,$3M-$5M,Owner,Owner,N/A,N/A,https://www.frostchicago.com/
Absolute Production Services,Chicago,IL,Chicago,Event Production,18,$3M-$5M,Owner,Owner,N/A,N/A,https://www.absolutepros.com/
Creative Impact Group,Chicago,IL,Chicago,Event Production,15,$2M-$5M,Owner,Owner,N/A,N/A,https://creativeimpactgroup.com/
Stage Right Inc.,Chicago,IL,Chicago,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,N/A
MDM Entertainment,Chicago,IL,Chicago,Event Production,10,$1M-$3M,Owner,Owner,N/A,N/A,https://mdmentertainment.com/
CM Promotions,Dallas,TX,Dallas,Event Planning,6,$1M-$2M,Owner,Owner,N/A,N/A,https://cmpromotions.co/
Andrew Roby Events,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Andrew Roby,Founder & Owner,N/A,N/A,https://andrewrobyevents.com/
Modern Party Company Events,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.modernpartycompanyevents.com/
Trifecta Event Management,Dallas,TX,Dallas,Event Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.trifectaeventmanagement.com/
A Stylish Soiree,Dallas,TX,Dallas,Wedding Planning,6,$1M-$2M,Kerrie,Owner & Creative Director,N/A,N/A,N/A
Evie Morgan Events,Dallas,TX,Dallas,Wedding Planning,8,$1M-$2M,Evie Morgan,Owner & Lead Planner,N/A,N/A,N/A
Sarabeth & Co.,Dallas,TX,Dallas,Wedding Planning,10,$1M-$3M,Sarabeth,Owner,N/A,N/A,https://sarabethandco.com/
Double Blessing Weddings + Events,Richardson,TX,Dallas,Wedding Planning,8,$1M-$2M,Danae & Chelsey,Co-Founders,N/A,N/A,https://www.doubleblessingevents.com/
Mayfield Events,Dallas,TX,Dallas,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://mayfieldevents.com/
The Simply Elegant Group,Dallas,TX,Dallas,Wedding Planning,18,$3M-$5M,Owner,Owner,N/A,N/A,https://thesimplyelegantgroup.com/
Significant Events of Texas,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://significanteventsoftexas.com/
J.Shay Events,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://jshay.events/
Houston Event Planning,Houston,TX,Houston,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.houstoneventplanning.com/
Successful Events,Houston,TX,Houston,Event Planning,10,$1M-$3M,Linda,Founder & Owner,N/A,N/A,https://successfulevents.com/
Elias Events,Houston,TX,Houston,Event Planning,8,$1M-$2M,Deborah Elias,Owner,N/A,N/A,N/A
Belle Events,Houston,TX,Houston,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.belleevents.com/
LuxeK Events,Houston,TX,Houston,Event Planning,6,$500K-$1M,Precious,Owner,N/A,N/A,N/A
Planned With,Houston,TX,Houston,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.plannedwith.com/
Hopeful Events and Design,Houston,TX,Houston,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://hopefuleventsanddesign.com/
Heirlum Events,Atlanta,GA,Atlanta,Wedding Planning,8,$1M-$2M,Tosin Ibrahim,Owner,N/A,N/A,https://www.heirlumevents.com/
Best Day Forever,Atlanta,GA,Atlanta,Wedding Planning,6,$500K-$1M,Terricka,Owner,N/A,N/A,https://bestdayforeveratl.com/
Storybook Wedding Consulting,Atlanta,GA,Atlanta,Wedding Planning,6,$500K-$1M,Jennifer Lackey,Owner,N/A,N/A,https://www.stbkweddings.com/
Georgia TLC Events,Atlanta,GA,Atlanta,Wedding Planning,8,$1M-$2M,Audrey,Founder,N/A,N/A,https://gatlc.com/
Fete & Figs,Atlanta,GA,Atlanta,Wedding Planning,6,$500K-$1M,Maeghan,Owner,N/A,N/A,https://www.feteandfigs.com/
Sock Fancy,Atlanta,GA,Atlanta,Ecommerce / DTC Brand,10,$1M-$3M,Owner,Founder,N/A,N/A,https://sockfancy.com/
Style Perfect Events,Charlotte,NC,Charlotte,Event Planning,8,$1M-$2M,Carla Eustache,Founder,N/A,N/A,https://styleperfectevents.com/
Fabulously Created Events,Charlotte,NC,Charlotte,Event Planning,8,$1M-$2M,Crystal Govan,Owner & Creative Director,N/A,N/A,https://wearefabcreated.com/
Kelly & Co. Events,Charlotte,NC,Charlotte,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.kellyandcoevents.com/
Purposely Designed Event Planning,Charlotte,NC,Charlotte,Event Planning,6,$500K-$1M,Patrice Miller,Owner,N/A,N/A,https://pdeventplanning.com/
TCG Events,Charlotte,NC,Charlotte,Corporate Event Planning,10,$1M-$3M,Cassie,President & CEO,N/A,N/A,https://tcgevents.com/
Crafted Charm Wedding Planning,Charlotte,NC,Charlotte,Wedding Planning,8,$1M-$2M,Kristen Zywicki,Founder,N/A,N/A,https://craftedcharmweddingplanning.com/
Spark by Design,Charlotte,NC,Charlotte,Event Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.sparkbydesign.events/
Events by Lindsay J,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Lindsay J,Owner,N/A,N/A,https://www.eventsbylj.com/
Special Moments Event Planning,Tampa,FL,Tampa,Wedding Planning,8,$1M-$2M,Tammy Waterman,Owner & Lead Planner,N/A,N/A,https://eventsbyspecialmoments.com/
Erika O'Brien Events,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Erika O'Brien,Founder,N/A,N/A,https://erikaobrienevents.com/
Chantilly Chic Celebrations,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Melanie Barker,Owner,N/A,N/A,https://chantillychiccelebrations.com/
Kimberly Hensley Events,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Kimberly Hensley,Owner,N/A,N/A,http://kimberlyhensleyevents.com/
Alexa Kritis Events,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Alexa Kritis,Owner,N/A,N/A,https://alexakritisevents.com/
Popped Event Planning,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Zarna,Founder,N/A,N/A,https://www.poppedeventplanning.com/
Jennifer Buono Events,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Jennifer Buono,Founder & Creative Director,N/A,N/A,https://jenniferbuono.com/
Magen Group,Tampa,FL,Tampa,Event Production,15,$2M-$5M,Jian Magen,Co-Founder,N/A,N/A,https://themagengroup.com/
Days Remembered by ND,Tampa,FL,Tampa,Event Planning,6,$500K-$1M,Natalia Day,Owner & CEO,N/A,N/A,https://www.daysrememberedbynd.com/
Blush by Brandee Gaar,Orlando,FL,Orlando,Wedding Planning,10,$1M-$3M,Brandee Gaar,Founder,N/A,N/A,https://blushbbg.com/
Simply Enchanted Events,Orlando,FL,Orlando,Corporate Event Planning,8,$1M-$2M,Kelsey,Owner & Lead Planner,N/A,N/A,https://simplyenchantedevents.com/
Socialite Events,Orlando,FL,Orlando,Event Planning,8,$1M-$2M,Stephanie,Founder,N/A,N/A,https://socialiteeventplanning.com/
Elite Event Design LLC,Orlando,FL,Orlando,Event Planning,6,$500K-$1M,Jose Ortiz,Owner & Founder,N/A,N/A,N/A
L3 Events,Orlando,FL,Orlando,Event Planning,8,$1M-$2M,Rebecca,Founder,N/A,N/A,https://l3events.com/
AJ Production Events LLC,Orlando,FL,Orlando,Event Production,8,$1M-$2M,Owner,Owner,(407) 719-3311,N/A,N/A
Orlando Event Pros,Orlando,FL,Orlando,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://www.orlandoeventpros.com/
OPAV,Orlando,FL,Orlando,Event Production,10,$1M-$3M,Owner,Owner,N/A,N/A,https://op-av.com/
Sublime Event Designs,Orlando,FL,Orlando,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://www.sublimeeventdesigns.com/
Event Concierge,Phoenix,AZ,Phoenix,Corporate Event Planning,8,$1M-$2M,Julie,Owner,N/A,N/A,https://eventconcierge.com/
Themers,Phoenix,AZ,Phoenix,Event Production,15,$2M-$5M,Owner,Founder,N/A,N/A,https://themers.com/
Perfect Party Planner,Phoenix,AZ,Phoenix,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://perfectpartyplanner.com/
Shine Events,Phoenix,AZ,Phoenix,Wedding Planning,10,$1M-$3M,Jessica,Lead Planner & Owner,N/A,N/A,https://shineeventsaz.com/
J. Starr Wedding Company,Phoenix,AZ,Phoenix,Wedding Planning,8,$1M-$2M,Jennifer Starr,Founder,N/A,N/A,https://jstarrweddingcompany.com/
Pink Bubbly Events,Scottsdale,AZ,Phoenix,Wedding Planning,8,$1M-$2M,Bethany Calhoun,Founder,N/A,N/A,N/A
Thistle & Co. Weddings & Events,Phoenix,AZ,Phoenix,Wedding Planning,6,$500K-$1M,Isabel,Owner & Head Planner,N/A,N/A,N/A
Bash Boulevard,Phoenix,AZ,Phoenix,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://bashblvd.com/
Laki Events + Design,Phoenix,AZ,Phoenix,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://lakieventsanddesign.com/
Cassis Productions,Los Angeles,CA,Los Angeles,Event Production,12,$2M-$4M,Allison Pieter,Founder & President,N/A,N/A,https://cassisproductions.com/
Bixel & Company,Los Angeles,CA,Los Angeles,Event Production,15,$3M-$5M,Dabney,Owner,N/A,N/A,https://bixelco.com/
RENDER Event Design,Los Angeles,CA,Los Angeles,Event Production,10,$1M-$3M,Craig,Founder,N/A,N/A,https://www.renderevents.com/
Wife of the Party,Los Angeles,CA,Los Angeles,Event Production,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.thewifeoftheparty.com/
Innovate Marketing Group,Los Angeles,CA,Los Angeles,Event Production,15,$3M-$5M,Amanda Ma,Founder & CEO,N/A,N/A,https://innovatemkg.com/
Sequoia Productions,Los Angeles,CA,Los Angeles,Event Production,15,$3M-$5M,Owner,Owner,N/A,N/A,https://sequoiaprod.com/
XOXO Weddings,Los Angeles,CA,Los Angeles,Wedding Planning,16,$2M-$5M,Kaci Johnson,Founder,N/A,N/A,N/A
Dreams In Detail,Los Angeles,CA,Los Angeles,Wedding Planning,10,$1M-$3M,Nicole Dohrman,Owner & Creative Director,N/A,N/A,https://www.dreamsindetail.com/
DRMTLGY,Los Angeles,CA,Los Angeles,Ecommerce / DTC Brand,15,$5M-$10M,Owner,Founder,N/A,N/A,https://www.drmtlgy.com/
Little Sleepies,Los Angeles,CA,Los Angeles,Ecommerce / DTC Brand,15,$5M-$10M,Owner,Founder,N/A,N/A,https://www.littlesleepies.com/
Honeylove,Los Angeles,CA,Los Angeles,Ecommerce / DTC Brand,15,$5M-$10M,Betsie Larkin,Founder,N/A,N/A,https://www.honeylove.com/
The Flex Co.,Venice,CA,Los Angeles,Ecommerce / DTC Brand,12,$3M-$5M,Lauren Schulte Wang,Founder & CEO,N/A,N/A,N/A
Fashion Nova,Los Angeles,CA,Los Angeles,Ecommerce / DTC Brand,20,$10M+,Richard Saghian,Founder & CEO,N/A,N/A,https://www.fashionnova.com/
Orange Blossom Special Events,Los Angeles,CA,Los Angeles,Wedding Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://orangeblossomspecialevents.com/
Natalie Sofer Weddings & Events,Los Angeles,CA,Los Angeles,Wedding Planning,8,$1M-$2M,Natalie Sofer,Owner,N/A,N/A,https://www.nataliesoferweddingsandevents.com/
SD Event Production,San Diego,CA,San Diego,Event Production,10,$1M-$3M,Shannon,Co-Founder,N/A,N/A,https://sdeventproduction.com/
San Diego Life Events,San Diego,CA,San Diego,Wedding Planning,8,$1M-$2M,Rachel Weinshanker,Founder,N/A,N/A,https://www.sandiegolifeevents.com/
Iman Lee Events,San Diego,CA,San Diego,Event Planning,8,$1M-$2M,Iman Lee,Founder & Creative Director,N/A,N/A,https://imanlee.com/
Stephanie Rose Events,San Diego,CA,San Diego,Event Planning,8,$1M-$2M,Kristin Watkins,Owner & Lead Designer,N/A,N/A,https://stephanieroseevents.com/
Gaslamp Event Management,San Diego,CA,San Diego,Event Production,12,$2M-$4M,SIN Bosier,Founder,N/A,N/A,https://www.gaslampevent.com/
Ivory + Stone Event Co.,San Diego,CA,San Diego,Wedding Planning,6,$500K-$1M,Robyn,Founder,N/A,N/A,https://ivorystoneeventco.com/
ISLE Surf & SUP,San Diego,CA,San Diego,Ecommerce / DTC Brand,15,$3M-$5M,Owner,Founder,N/A,N/A,https://www.islesurfandsup.com/
Events By The Bay,San Francisco,CA,San Francisco Bay Area,Wedding Planning,8,$1M-$2M,Janette Najar,Owner & Lead Planner,N/A,N/A,https://www.eventsbythebay.com/
Downey Street Events,San Francisco,CA,San Francisco Bay Area,Wedding Planning,8,$1M-$2M,Kelsey,Owner & Creative Director,N/A,N/A,https://downeystreetevents.com/
The Poppy Group,San Francisco,CA,San Francisco Bay Area,Wedding Planning,8,$1M-$2M,Owner,Founder,N/A,N/A,http://www.thepoppygroup.com/
Mandy Scott Events,San Francisco,CA,San Francisco Bay Area,Wedding Planning,8,$1M-$2M,Mandy Scott,Owner,N/A,N/A,https://www.mandyscottevents.com/
Sachi & Maja,San Francisco,CA,San Francisco Bay Area,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.sachiandmaja.com/
oso events,San Francisco,CA,San Francisco Bay Area,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.oso.events/
Huckberry,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,20,$10M+,Rich Greenberg,Co-Founder,N/A,N/A,https://huckberry.com/
Marine Layer,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,20,$10M+,Owner,Founder,N/A,N/A,https://www.marinelayer.com/
Allbirds,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,20,$10M+,Joey Zwillinger,Co-Founder,N/A,N/A,https://www.allbirds.com/
Hummingbird Events & Design,Boston,MA,Boston,Wedding Planning,10,$1M-$3M,Mandy Connor,Owner,N/A,N/A,https://hummingbirdbridal.com/
Elle Weddings and Events,Boston,MA,Boston,Wedding Planning,8,$1M-$2M,Ellen,Founder,N/A,N/A,https://www.elleweddingsandevents.com/
Cru & Co Events,Boston,MA,Boston,Wedding Planning,6,$500K-$1M,Elaina Crugnale,Owner & Lead Planner,N/A,N/A,https://cruandcoevents.com/
Brilliant Event Planning,Boston,MA,Boston,Wedding Planning,10,$1M-$3M,Sarah Glick-Romashko,Co-Owner,N/A,N/A,https://brillianteventplanning.com/
She Luxe Weddings,Boston,MA,Boston,Wedding Planning,8,$1M-$2M,Heidi Brissette,Owner & Creative Director,N/A,N/A,N/A
LeslieJames Events,Boston,MA,Boston,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.lesliejamesevents.com/
Roberts Event Group,Philadelphia,PA,Philadelphia,Event Production,15,$3M-$5M,Owner,Owner,N/A,N/A,https://robertseventgroup.com/
AMP Event Group,Philadelphia,PA,Philadelphia,Event Production,15,$2M-$5M,Owner,Owner,N/A,N/A,https://www.amp-events.com/
ESM Productions,Philadelphia,PA,Philadelphia,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://www.esmproductions.com/
New Image Event Productions,Philadelphia,PA,Philadelphia,Event Production,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.newimageeventproductions.com/
Kadan Productions,Philadelphia,PA,Philadelphia,Event Production,10,$1M-$3M,Owner,Founder,N/A,N/A,N/A
Jackalo,Washington,DC,Washington DC,Ecommerce / DTC Brand,8,$1M-$2M,Owner,Founder,N/A,N/A,https://www.jackalo.com/
Amazi Foods,Washington,DC,Washington DC,Ecommerce / DTC Brand,8,$1M-$2M,Owner,Founder,N/A,N/A,N/A
Tuckernuck,Washington,DC,Washington DC,Ecommerce / DTC Brand,15,$5M-$10M,Owner,Founder,N/A,N/A,https://www.tuckernuck.com/
Signature Concepts LLC,Washington,DC,Washington DC,Corporate Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://signatureconceptsllc.com/
Grace And Virtue Events,Washington,DC,Washington DC,Corporate Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.graceandvirtueevents.com/
Atelier Events DC,Washington,DC,Washington DC,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://ateliereventsdc.com/
Evoke Design & Creative,Washington,DC,Washington DC,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://evokedc.com/
JDC Events,Washington,DC,Washington DC,Event Planning,12,$2M-$4M,Owner,Owner,N/A,N/A,https://jdc-events.com/
Roz Events,Denver,CO,Denver,Event Planning,8,$1M-$2M,Miranda Grubb,Founder,N/A,N/A,https://www.rozevents.com/
Promise Event Planners,Denver,CO,Denver,Event Planning,6,$500K-$1M,Payton,Owner,N/A,N/A,https://www.promiseeventplanners.com/
Colorado Corporate Escapes,Boulder,CO,Denver,Corporate Event Planning,8,$1M-$2M,Kayla Carter,Co-Owner & Founder,N/A,N/A,https://coloradocorporateescapes.com/
MAG Events,Denver,CO,Denver,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.mag-events.com/
TeNeil Hartley Events,Denver,CO,Denver,Corporate Event Planning,6,$500K-$1M,TeNeil Hartley,Owner,N/A,N/A,https://teneilhartleyevents.com/
Do Good Events,Minneapolis,MN,Minneapolis,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://dogoodevents.com/
Kastina & Co.,Minneapolis,MN,Minneapolis,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://kastinaandco.com/
Event Lab,Minneapolis,MN,Minneapolis,Event Production,15,$2M-$5M,Owner,Owner,N/A,N/A,https://eventlab.net/
Collected & Co.,Minneapolis,MN,Minneapolis,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://collectedandcompany.com/
Revel & Flourish,Minneapolis,MN,Minneapolis,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Rocket Science Events,Minneapolis,MN,Minneapolis,Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.rocketscience.events/
Maven Styling,Minneapolis,MN,Minneapolis,Corporate Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.mavenstyling.com/
Hammer Made,Minneapolis,MN,Minneapolis,Ecommerce / DTC Brand,15,$3M-$5M,Jason Hammerberg,Founder,N/A,N/A,https://hammermade.com/
Trendzi,Irvine,CA,Orange County,Ecommerce / DTC Brand,8,$1M-$2M,Owner,Founder,N/A,N/A,N/A
Conspire Agency,Orange County,CA,Orange County,Ecommerce Agency / Shopify,12,$2M-$4M,Owner,Founder,N/A,N/A,https://www.conspireagency.com/
Sullivan Group,Houston,TX,Houston,Corporate Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.sullivan-group.com/
Brilliante Events,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.brillianteventsinc.com/
Keestone Events,Dallas,TX,Dallas,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://keestoneevents.com/
KPT Event Planning,Dallas,TX,Dallas,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.kpteventplanning.com/
Shannon Rose Events,Dallas,TX,Dallas,Wedding Planning,6,$500K-$1M,Shannon Rose,Owner,N/A,N/A,https://www.shannonroseevents.com/
Rothweiler Event Design,Northern NJ,NJ,Northern New Jersey,Wedding Planning,8,$1M-$2M,Danielle Rothweiler,Owner,N/A,N/A,https://rothweilereventdesign.com/
Detailed Events by Lo,Northern NJ,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Lo,Owner,N/A,N/A,https://www.detailedeventsbylo.com/
Peony Events,Morristown,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.peonyeventsco.com/
Well-Dressed Events,Northern NJ,NJ,Northern New Jersey,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://welldressedevents.com/
Weddings with Verve,Northern NJ,NJ,Northern New Jersey,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.weddingswithverve.com/
DA Event Planning,Tampa,FL,Tampa,Wedding Planning,6,$500K-$1M,Daniela Alvarez,Owner,N/A,N/A,N/A
Tampa Bay Party Company,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Andy & Jodie,Co-Founders,N/A,N/A,N/A
Savvy Events & Entertainment,Tampa,FL,Tampa,Corporate Event Planning,12,$2M-$4M,Owner,Owner,N/A,N/A,https://savvydmc.com/
Eventing Tampa Bay,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://eventingtampabay.com/
BASH Orlando,Orlando,FL,Orlando,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://bashorlando.com/
aVenue Event Group,Orlando,FL,Orlando,Corporate Event Planning,12,$2M-$4M,Owner,Owner,N/A,N/A,https://avenueeventgroup.com/
Suzanne Reinhard Weddings,Atlanta,GA,Atlanta,Wedding Planning,8,$1M-$2M,Suzanne Reinhard,Owner,N/A,N/A,https://suzannereinhard.com/
EKS Weddings,Atlanta,GA,Atlanta,Wedding Planning,6,$500K-$1M,Elizabeth Klespies,Owner,N/A,N/A,N/A
Showcase Your Style Event Planning,Atlanta,GA,Atlanta,Event Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,N/A
J.Leigh Events,Charlotte,NC,Charlotte,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://j-leigh.com/
Mosaix Group,Charlotte,NC,Charlotte,Corporate Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.mosaixgroup.com/
Amethyst Event Productions,Los Angeles,CA,Los Angeles,Wedding Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://amethysteventproductions.com/
